Order ID,Order date,Product ID,Description,Category,CHEM,CHEM TECH,LAB ROOM,Shipment status,Tags,Core Queue
197298,2025-08-09,,,,,,,awaiting_shipment,PA,
211067,2025-11-25,MAGCHM-25KG,Magnesium Chloride Hexahydrate ACS/USP,Granular,3,,Yes,awaiting_shipment,"PA, Austin Warehouse, Split Order",Warehouse
000319724,2026-03-24,,,,,,,awaiting_shipment,B,
000323774,2026-04-01,,,,,,,awaiting_shipment,B,
000323837,2026-04-01,Multiple products,Multiple products,Acids,,,,awaiting_shipment,"PA, Austin Warehouse, Split Order, Restricted Combination - Nitric Acid",Warehouse
000366210,2026-06-11,,,,,,,awaiting_shipment,"PA, Restricted Chemical",
000366789,2026-06-12,,,,,,,awaiting_shipment,"US, United Scientific",
000367389,2026-06-15,,,,,,,awaiting_shipment,,
000372180,2026-06-25,HCLS37-1L,"Hydrochloric Acid 37% Solution, Semiconductor Grade",Acids,4,,Yes,awaiting_shipment,"PA, Austin Warehouse, Split Order, US, Restricted Combination - Nitric Acid",Warehouse
000374367,2026-07-01,,,,,,,awaiting_shipment,"US, United Scientific",
000375768,2026-07-06,Multiple products,Multiple products,Granular,,,,awaiting_shipment,Austin Warehouse,Warehouse
000375792,2026-07-06,,,,,,,awaiting_shipment,PA,
000379704,2026-07-15,,,,,,,awaiting_shipment,PA,
000381594,2026-07-20,CAOXGL-25KG,"Calcium Oxide Powder, Lab Grade",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000383295,2026-07-23,,,,,,,awaiting_shipment,US,
000383553,2026-07-24,,,,,,,awaiting_shipment,"TR, Restricted Chemical",
000384855,2026-07-28,,,,,,,awaiting_shipment,"Split Order, B, US",
000372003-2,2026-07-28,,,,,,,awaiting_shipment,"PA, Restricted Chemical",
000385605,2026-07-29,CAOXGL-25KG,"Calcium Oxide Powder, Lab Grade",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000386640,2026-07-31,AAL99-5gal,Acetic Acid Glacial 99% Lab Grade,Acids,4,,Yes,awaiting_shipment,"PA, Austin Warehouse, Split Order",Warehouse
000387804,2026-08-04,EAD200-20L,"Denatured Ethanol 200 Proof, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Split Order, US, United Scientific",Warehouse
000388158,2026-08-05,,,,,,,awaiting_shipment,PA,
000388341,2026-08-05,,,,,,,awaiting_shipment,"TR, Restricted Chemical",
000388425,2026-08-05,,,,,,,awaiting_shipment,B,
000390899,2026-08-12,,,,,,,awaiting_shipment,PA,
000391181,2026-08-12,,,,,,,awaiting_shipment,"US, United Scientific",
000391703,2026-08-13,,,,,,,awaiting_shipment,"TR, Restricted Chemical",
000391763,2026-08-13,,,,,,,awaiting_shipment,"US, United Scientific",
000392090,2026-08-14,,,,,,,awaiting_shipment,"US, United Scientific",
000392264,2026-08-14,,,,,,,awaiting_shipment,B,
000392918,2026-08-17,,,,,,,awaiting_shipment,US,
000393146,2026-08-17,,,,,,,awaiting_shipment,US,
000394208,2026-08-19,HPL30-4L,"Hydrogen Peroxide 30% Solution, Lab Grade",Solutions,2,,No,awaiting_shipment,"Austin Warehouse, Split Order, US, Restricted Combination - Hydrogen Peroxide",Warehouse
000395189,2026-08-21,,,,,,,awaiting_shipment,US,
000397016,2026-08-26,,,,,,,awaiting_shipment,US,
000397619,2026-08-27,,,,,,,awaiting_shipment,US,
000397667,2026-08-27,POISL10-1L,"Potassium Iodide 10% Solution, Lab Grade",Solutions,Lab Tech,,Yes,awaiting_shipment,"PA, Austin Warehouse, Split Order, Restricted Combination - Hydrogen Peroxide",Warehouse
000397721,2026-08-27,,,,,,,awaiting_shipment,B,
000397769,2026-08-27,,,,,,,awaiting_shipment,PA,
000398291,2026-08-28,,,,,,,awaiting_shipment,US,
000398294,2026-08-28,,,,,,,awaiting_shipment,US,
000400253,2026-09-02,,,,,,,awaiting_shipment,US,
000400409,2026-09-02,HPL30-1GAL,"Hydrogen Peroxide 30% Solution, Lab Grade",Solutions,2,,No,awaiting_shipment,"PA, Austin Warehouse, Split Order, Restricted Combination - Hydrogen Peroxide",Warehouse
000400745,2026-09-03,Multiple products,Multiple products,,,,,awaiting_shipment,"Austin Warehouse, LAB ALLEY LLC, Split Order, US",Warehouse
000400808,2026-09-03,,,,,,,awaiting_shipment,US,
000401081,2026-09-03,Multiple products,Multiple products,Other Chemicals,,,,awaiting_shipment,"Austin Warehouse, Split Order, US, United Scientific",Warehouse
000401186,2026-09-04,,,,,,,awaiting_shipment,B,
000401306,2026-09-04,,,,,,,awaiting_shipment,PA,
000401426,2026-09-04,,,,,,,awaiting_shipment,US,
000401867,2026-09-06,MCTOC-4L,"Organic MCT Oil, Kosher, Halal, USP/FCC",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000402011,2026-09-07,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000402041,2026-09-07,,,,,,,awaiting_shipment,"US, United Scientific",
000402323,2026-09-08,SOHYDBL-1LB,Sodium Hydroxide Beads Lab Grade,Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000402716,2026-09-09,PETHP-4L,Petroleum Ether High Purity Grade,Other Chemicals,2,,No,awaiting_shipment,"Austin Warehouse, Split Order, US, United Scientific",Warehouse
000402734,2026-09-09,POACGA-25KG,"Potassium Acetate, ACS Grade",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403250,2026-09-09,NAA70-2.5L,"Nitric Acid 70%, ACS Reagent Grade",Acids,4,,Yes,awaiting_shipment,"Austin Warehouse, Restricted Combination - Nitric Acid",Warehouse
000403322,2026-09-10,PPMGA-12.5KG,"Potassium Phosphate Monobasic Crystal, ACS Grade",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403415,2026-09-10,,,,,,,awaiting_shipment,US,
000403484,2026-09-10,FAL90-55GAL,"Formic Acid 90% Solution, Lab Grade",Acids,4,,Yes,awaiting_shipment,ATX Freight,Freight
000403493,2026-09-10,HCLL10-500ML,"Hydrochloric Acid 10% Solution, Lab Grade",Acids,4,,Yes,awaiting_shipment,"Austin Warehouse, Split Order, US, United Scientific",Warehouse
000403526,2026-09-10,,,,,,,awaiting_shipment,"US, United Scientific",
000403541,2026-09-10,EAS38B-13-P-190-55GAL,"Ethanol 190 Proof (95%) w/ Lavender Oil, Kosher, Halal (SDA 38B-13)",Alcohols,1,,Yes,awaiting_shipment,,
000403577,2026-09-10,PEG3350GU-25KG,"Polyethylene Glycol (PEG) 3350, Granular, USP Grade, Kosher",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403589,2026-09-10,,,,,,,awaiting_shipment,US,
000403610,2026-09-10,,,,,,,awaiting_shipment,"PA, Poison Pack, Restricted Chemical",
000403637,2026-09-10,,,,,,,awaiting_shipment,US,
000403670,2026-09-10,NAL67-2.5L,"Nitric Acid 67% Solution, Lab/Technical Grade",Acids,4,,Yes,awaiting_shipment,"ATX Freight, Restricted Combination - Nitric Acid",Freight
000403769,2026-09-10,,,,,,,awaiting_shipment,US,
000403844,2026-09-11,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000403895,2026-09-11,,,,,,,awaiting_shipment,US,
000403925,2026-09-11,EAP200DSP-55GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,,
000403952,2026-09-11,EAOS190-1L,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000403964,2026-09-11,IPAL99-5GAL,Isopropyl Alcohol 99.8% Lab Grade,Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Split Order, US",Warehouse
000403967,2026-09-11,CANHPLC-4L,Acetonitrile 99.9% HPLC Grade,Other Chemicals,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403970,2026-09-11,EAPHPLC200-4L,Ethanol HPLC Grade 200 Proof (100%) Non-Denatured Pure Alcohol,Pure Alcohols,1,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403982,2026-09-11,IPAU70-500mL,"Isopropyl Alcohol 70% USP Grade, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000403961,2026-09-11,SOSUATGL-50LB,"Sodium Sulfate Anhydrous, Lab Grade (Fine Granular)",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000403991,2026-09-11,IPAL99-55GAL,Isopropyl Alcohol 99.8% Lab Grade,Alcohols,1,,No,awaiting_shipment,ATX Freight,Freight
000403997,2026-09-11,MANPU-1LB,"Mannitol, Powder, USP Grade",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404006,2026-09-11,,,,,,,awaiting_shipment,US,
000404024,2026-09-11,,,,,,,awaiting_shipment,US,
000404066,2026-09-11,SOCTGU-500G,Sodium Citrate Dihydrate USP/FCC Grade,Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404075,2026-09-11,Multiple products,Multiple products,Acids,,,,awaiting_shipment,"PA, Austin Warehouse, Split Order, US, United Scientific, Restricted Combination - Nitric Acid",Warehouse
000404078,2026-09-11,CANHPLC-4L,Acetonitrile 99.9% HPLC Grade,Other Chemicals,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404093,2026-09-11,,,,,,,awaiting_shipment,"US, United Scientific",
000404138,2026-09-11,NAL67-2.5L,"Nitric Acid 67% Solution, Lab/Technical Grade",Acids,4,,Yes,awaiting_shipment,"PA, Austin Warehouse, Poison Pack, Restricted Chemical, Restricted Combination - Nitric Acid",Warehouse
000404150,2026-09-11,AANHA-1GAL,"Acetic Anhydride, ACS Grade",Acids,3,,Yes,awaiting_shipment,"Austin Warehouse, Restricted Chemical",Warehouse
000404168,2026-09-11,CASTGL-1LB,"Calcium Stearate, Lab Grade",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404171,2026-09-11,FAL90-1GAL,"Formic Acid 90% Solution, Lab Grade",Acids,4,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404174,2026-09-11,PS60F-1GAL,"Polysorbate 60, Derived from Palm, Food Grade, Kosher, Halal",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404180,2026-09-11,EAP200-4LG,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404222,2026-09-11,PHAF85-4L,"Phosphoric Acid 85% Solution, Food Grade (FCC), Kosher, Halal",Acids,4,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404234,2026-09-11,ACW325P-1LB,"Activated Carbon (Charcoal) Powder, Food Grade, Kosher, Halal, Wood Based",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404246,2026-09-11,Multiple products,Multiple products,Granular,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404249,2026-09-11,PPALF-1L,"Propionic Acid, Liquid, FCC/Food Grade, Kosher, Halal",Acids,4,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404264,2026-09-12,NAL67-2.5L,"Nitric Acid 67% Solution, Lab/Technical Grade",Acids,4,,Yes,awaiting_shipment,"Austin Warehouse, Restricted Combination - Nitric Acid",Warehouse
000404270,2026-09-12,EAS40B200-5GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404276,2026-09-12,EAS40B190-5GAL,"SDA 40B Ethanol 190 Proof (95%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404273,2026-09-12,ZSHGA-1KG,"Zinc Sulfate Heptahydrate, ACS Grade",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404288,2026-09-12,EAF200-5GAL,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404294,2026-09-12,ACCL1240G-50LB,"Activated Carbon (Charcoal), Granular, Food Grade, Kosher",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404315,2026-09-12,HPL34-1GAL,"Hydrogen Peroxide 34% Solution, Lab Grade",Solutions,2,,No,awaiting_shipment,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000404318,2026-09-12,EAOS190-1GAL,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404327,2026-09-12,Multiple products,Multiple products,Other Chemicals,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404339,2026-09-12,CAOLU-1GAL,"Castor Oil, Cold Pressed, USP Grade, Kosher",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404345,2026-09-12,MSV-1GAL,Varsol Solvent,Other Chemicals,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404363,2026-09-12,MANPU-12.5KG,"Mannitol, Powder, USP Grade",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404375,2026-09-12,EAP200-1GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404381,2026-09-12,BZKNF50-1L,"Benzalkonium Chloride 50% Solution, NF Grade",Solutions,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404384,2026-09-12,EAS40B200-1GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404387,2026-09-12,EAF200-1GAL,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404426,2026-09-13,EAOS190-5GAL,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404429,2026-09-13,EAOS190-4L,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404459,2026-09-13,,,,,,,awaiting_shipment,"PA, Split Order, US, United Scientific",
000404474,2026-09-13,EAP200-1GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404480,2026-09-13,Multiple products,Multiple products,Alcohols,,,,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404486,2026-09-13,Multiple products,Multiple products,,,,,awaiting_shipment,"Austin Warehouse, Restricted Chemical",Warehouse
000404492,2026-09-13,EAP200-5GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404498,2026-09-13,EAS40B200-5GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404525,2026-09-13,EAOS190-1GAL,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404540,2026-09-13,MAL-4L,Methanol 99.85% Lab Grade,Alcohols,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404549,2026-09-13,PENHP-4L,n-Pentane ≥99% High Purity Grade,Other Chemicals,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404552,2026-09-13,EAP200-5GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404555,2026-09-13,SOCAF-25KG,"Sodium Carbonate Anhydrous FCC, Kosher, Halal",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404561,2026-09-13,EAS40B200-1GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404567,2026-09-13,PS20F-1L,"Polysorbate 20, Derived from Palm, Food Grade, Kosher, Halal",Other Chemicals,1,,No,awaiting_shipment,,
000404579,2026-09-13,AAL99-1GAL,Acetic Acid Glacial 99% Lab Grade,Acids,4,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404585,2026-09-13,PPALF-5GAL,"Propionic Acid, Liquid, FCC/Food Grade, Kosher, Halal",Acids,4,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404588,2026-09-13,EAOS190-1GAL,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404597,2026-09-14,SHCN125-1GAL,Sodium Hypochlorite 12.5% Solution,Solutions,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404609,2026-09-14,NMPL-1GAL,"NMP, 1-Methyl-2-Pyrrolidone, Lab Grade",Other Chemicals,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404621,2026-09-14,EAS3C200-4L,"SDA 3C Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404624,2026-09-14,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404639,2026-09-14,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404642,2026-09-14,ACCL80-325P-2.5KG,"Activated Carbon (Charcoal) Powder, Food Grade, Kosher, Coal Based",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404648,2026-09-14,EAP190-1GAL,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404651,2026-09-14,EAP200-1GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404660,2026-09-14,SOBICGU-1KG,"Sodium Bicarbonate, USP/FCC Grade, Kosher, Halal",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404663,2026-09-14,EAS40B200-5GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404666,2026-09-14,EAC200-5GAL,"Ethanol 200 Proof (100%) Completely Denatured with Heptane, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404669,2026-09-14,VMPL-1GAL,"VM&P Naphtha, Pure",Other Chemicals,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404675,2026-09-14,EAP200-1GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404681,2026-09-14,Multiple products,Multiple products,Other Chemicals,,,,awaiting_shipment,"Austin Warehouse, Restricted Chemical",Warehouse
000404687,2026-09-14,SHCN5-1GAL,Sodium Hypochlorite 5% Solution,Solutions,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404690,2026-09-14,IPAL99-5GAL,Isopropyl Alcohol 99.8% Lab Grade,Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404705,2026-09-14,IPAU99-5GAL,"Isopropyl Alcohol 99.8% USP Grade, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404711,2026-09-14,SOHYSL2N-1LCS,Sodium Hydroxide 2N Solution,Solutions,Lab Tech,,Yes,awaiting_shipment,Roshan,
000404714,2026-09-14,EAD200-5GAL,"Denatured Ethanol 200 Proof, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404723,2026-09-14,IPAL70-5GAL,Isopropyl Alcohol 70% Lab Grade,Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404726,2026-09-14,EAD140-1GAL,"Ethanol 140 Proof (70%) Denatured Alcohol, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404729,2026-09-14,GLF-55GAL,"Glycerin 99% USP/NF/FCC/Food Grade, Kosher, Halal",Other Chemicals,1,,No,awaiting_shipment,"ATX Freight, Restricted Combination - Glycerin",Freight
000404732,2026-09-14,SOBICGU-1LB,"Sodium Bicarbonate, USP/FCC Grade, Kosher, Halal",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404735,2026-09-14,PS80F-1GAL,"Polysorbate 80, Food Grade, Kosher, Halal",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404738,2026-09-14,EAS40B200-5GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404753,2026-09-14,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404759,2026-09-14,EAP200-5GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000404765,2026-09-14,Multiple products,Multiple products,,,,,awaiting_shipment,"Austin Warehouse, Restricted Combination - Glycerin",Warehouse
000404768,2026-09-14,SOCAL-25KG,"Sodium Carbonate Anhydrous, Lab Grade",Granular,3,,Yes,awaiting_shipment,,
000404777,2026-09-14,EAS40B200-5GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,awaiting_shipment,"Austin Warehouse, Partial Restriction",Warehouse
000404783,2026-09-14,SOBZGF-12.5KG,"Sodium Benzoate, Food Grade, Kosher, Halal",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404786,2026-09-14,MANPU-1LB,"Mannitol, Powder, USP Grade",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404789,2026-09-14,HXL-1GAL,Hexanes Lab Grade,Other Chemicals,2,,No,awaiting_shipment,"Austin Warehouse, Restricted Chemical",Warehouse
000404792,2026-09-14,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000404795,2026-09-14,CAMCU-1KG,"Camphor, Crystals, USP Grade, Kosher",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000404801,2026-09-14,EAP200-4LG,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
